movieId,title,genres
6955,Irma la Douce (1963),Comedy
7890,Liberty Heights (1999),Drama
8489,Mansfield Park (1999),Comedy|Drama|Romance
12077,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance
559,All About My Mother (Todo sobre mi madre) (1999),Drama
6283,Home Page (1999),Documentary
11574,Scrooged (1988),Comedy|Fantasy|Romance
5950,Harvey (1950),Comedy|Fantasy
1598,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama
8583,Matewan (1987),Drama
7357,Kagemusha (1980),Drama|War
8606,McCabe & Mrs. Miller (1971),Drama|Western
8588,Maurice (1987),Drama|Romance
9265,My Man Godfrey (1957),Comedy
11765,Shampoo (1975),Comedy|Drama|Romance
4700,Fatal Attraction (1987),Drama|Thriller
7083,Jagged Edge (1985),Crime|Romance|Thriller
12443,Stanley & Iris (1990),Drama|Romance
8765,Midnight Run (1988),Action|Comedy|Crime|Thriller
1107,Awakenings (1990),Drama|Mystery
3022,Come See the Paradise (1990),Drama|Romance
1174,Backdraft (1991),Action|Drama
3180,Country (1984),Drama
10381,Places in the Heart (1984),Drama
4378,End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller
14026,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
4917,Flawless (1999),Drama
8842,Miss Julie (1999),Drama
11104,Ride with the Devil (1999),Drama|Romance|War
14183,Tumbleweeds (1999),Drama
11447,Santa Fe Trail (1940),Drama|Romance|Western
7760,Lauderdale (a.k.a. Spring Break USA) (a.k.a. Spring Fever USA) (1989),Comedy
456,Agnes Browne (1999),Comedy|Drama
12870,Sweet and Lowdown (1999),Comedy|Drama
2169,Broadway Damage (1997),Comedy
3369,Daddy Long Legs (1919),Comedy|Drama
5522,Go West (1925),Comedy|Western
12525,Stealing Home (1988),Drama
13029,Tarzan the Fearless (1933),Action|Adventure
13761,Three Ages (1923),Comedy
6075,Hell in the Pacific (1968),Drama|War
3207,Cradle Will Rock (1999),Drama
3765,Deuce Bigalow: Male Gigolo (1999),Comedy
3788,Diamonds (1999),Mystery
1862,Blood on the Sun (1945),Drama|War
843,Anna and the King (1999),Drama|Romance
1596,Bicentennial Man (1999),Drama|Romance|Sci-Fi
12685,Stuart Little (1999),Children|Comedy|Fantasy
4667,Fantasia 2000 (1999),Animation|Children|Musical|IMAX
8377,Magnolia (1999),Drama
9885,Onegin (1999),Drama|Romance
11961,Simpatico (1999),Comedy|Drama
13984,Topsy-Turvy (1999),Comedy|Drama|Musical
1951,Boiling Point (1993),Action|Drama
2113,Brenda Starr (1989),Adventure
2482,Carnal Knowledge (1971),Comedy|Drama
4242,Easy Rider (1969),Adventure|Drama
11256,Room at the Top (1959),Drama
14294,Ulysses (Ulisse) (1954),Adventure
892,Any Given Sunday (1999),Drama
8463,Man on the Moon (1999),Comedy|Drama
5303,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
9449,Next Friday (2000),Comedy
812,Angela's Ashes (1999),Drama
13877,Titus (1999),Drama
8953,Montana (1998),Action|Comedy|Crime|Drama
12138,Snow Falling on Cedars (1999),Drama
14055,Trans (1998),Drama
9212,My Dog Skip (1999),Children|Drama
12808,Supernova (2000),Adventure|Sci-Fi|Thriller
3234,Creature (1999),Documentary
13136,Tess of the Storm Country (1922),Drama
12426,Stalag 17 (1953),Drama|War
10094,Papillon (1973),Crime|Drama
10059,Pal Joey (1957),Comedy|Drama|Musical|Romance
4888,Five Easy Pieces (1970),Drama
4483,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),Drama|Horror
3529,Dead Calm (1989),Thriller
1744,Black Sunday (La maschera del demonio) (1960),Horror
442,Against All Odds (1984),Romance
8051,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),Action|Comedy
4691,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance
2016,Born to Win (1971),Drama
1316,Batman: Mask of the Phantasm (1993),Animation|Children
682,American Flyers (1985),Drama
14601,Voyage of the Damned (1976),Drama
10434,Poison (1991),Drama
10044,Pacific Heights (1990),Mystery|Thriller
9483,Night Tide (1961),Drama
2477,Carmen (1984),Drama
15171,Woman in the Dunes (Suna no onna) (1964),Drama
4045,Down to You (2000),Comedy|Romance
866,Another Man's Poison (1952),Crime|Drama
11682,Seven Chances (1925),Comedy
12105,Smashing Time (1967),Comedy
14907,Where the Buffalo Roam (1980),Comedy
15356,Zachariah (1971),Comedy|Musical|Western
4585,Eye of the Beholder (1999),Thriller
4373,Encino Man (1992),Comedy
6541,I Am Cuba (Soy Cuba/Ya Kuba) (1964),Drama
8408,Malcolm X (1992),Drama
11994,Sister Act (1992),Comedy|Crime
11995,Sister Act 2: Back in the Habit (1993),Comedy
550,Alive (1993),Drama
457,Agnes of God (1985),Drama|Mystery
11535,Scent of a Woman (1992),Drama
14727,Wayne's World (1992),Comedy
14728,Wayne's World 2 (1993),Comedy
10183,Patriot Games (1992),Action|Thriller
3598,Death Becomes Her (1992),Comedy|Fantasy
4677,Far and Away (1992),Adventure|Drama|Romance
6456,Howards End (1992),Drama
11982,Singles (1992),Comedy|Drama|Romance
14222,Twin Peaks: Fire Walk with Me (1992),Crime|Drama|Mystery|Thriller
14956,White Men Can't Jump (1992),Comedy|Drama
2238,Buffy the Vampire Slayer (1992),Action|Comedy|Horror
8432,Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy|Crime|Drama|Thriller
12591,Stop! Or My Mom Will Shoot (1992),Action|Comedy
5046,Forever Young (1992),Drama|Romance|Sci-Fi
9729,Of Mice and Men (1992),Drama
1206,Bad Lieutenant (1992),Crime|Drama
11566,Scream 3 (2000),Comedy|Horror|Mystery|Thriller
11980,Single White Female (1992),Drama|Thriller
5773,Gun Shy (2000),Comedy
1479,Beloved/Friend (a.k.a. Amigo/Amado) (Amic/Amat) (1999),Drama
5362,Gendernauts (1999),Documentary
7588,Knockout (2000),Action|Drama
3817,Different for Girls (1996),Comedy
8810,Minnie and Moskowitz (1971),Action
13685,They Might Be Giants (1971),Comedy|Mystery|Romance
12136,Snow Day (2000),Comedy
3173,Cotton Mary (1999),Drama
9641,Not One Less (Yi ge dou bu neng shao) (1999),Drama
12167,Soft Toilet Seats (1999),Comedy
14128,Trois (2000),Thriller
3073,Conceiving Ada (1997),Drama|Sci-Fi
4252,Eaten Alive (1977),Horror
10805,Raining Stones (1993),Drama
15137,With Byrd at the South Pole (1930),Documentary
1950,Boiler Room (2000),Crime|Drama|Thriller
5856,Hanging Up (2000),Comedy|Drama
10375,Pitch Black (2000),Horror|Sci-Fi|Thriller
1386,Beautiful People (1999),Comedy
1892,Blue Collar (1978),Crime|Drama
1917,Bluebeard (1944),Film-Noir|Horror
2851,City Lights (1931),Comedy|Drama|Romance
5895,Happy Go Lovely (1951),Musical
10960,Reindeer Games (2000),Action|Thriller
15182,Wonder Boys (2000),Comedy|Drama
3759,Deterrence (1999),Drama|Thriller
7268,Judy Berlin (1999),Drama
8770,Mifune's Last Song (Mifunes sidste sang) (1999),Comedy|Drama|Romance
169,3 Strikes (2000),Comedy
2600,Chain of Fools (2000),Comedy|Crime
4166,Drowning Mona (2000),Comedy
14840,What Planet Are You From? (2000),Comedy|Sci-Fi
1586,Beyond the Mat (1999),Documentary
5427,Ghost Dog: The Way of the Samurai (1999),Crime|Drama
12375,Splendor in the Grass (1961),Drama|Romance
9299,My Tutor (1983),Drama
7417,Key Largo (1948),Crime|Drama|Film-Noir|Thriller
7085,Jail Bait (1954),Crime|Drama
7023,It Happened Here (1966),Drama|Fantasy|War
6515,I'll Never Forget What's'isname (1967),Comedy|Drama
4994,For All Mankind (1989),Documentary
3286,Cross of Iron (1977),War
2125,Bride of the Monster (1955),Horror|Sci-Fi
2004,Born Yesterday (1950),Comedy
1682,Birdy (1984),Drama|War
781,And God Created Woman (1988),Comedy|Drama|Romance
1837,Blood Feast (1963),Horror
2999,Color Me Blood Red (1965),Horror
9408,Never Cry Wolf (1983),Adventure|Drama
14267,Two Thousand Maniacs! (1964),Horror
2210,Brown's Requiem (1998),Drama
8864,Mission to Mars (2000),Sci-Fi
3675,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance
2093,Breaking Away (1979),Comedy|Drama
6322,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance
2243,Bull Durham (1988),Comedy|Drama|Romance
3931,Dog Day Afternoon (1975),Crime|Drama
687,American Graffiti (1973),Comedy|Drama
894,Any Number Can Win (Mélodie en sous-sol ) (1963),Crime
1535,Betrayed (1988),Drama|Thriller
2026,Bound for Glory (1976),Drama
2223,Buck and the Preacher (1972),Western
3481,Daughters of the Dust (1991),Drama
3743,Destination Moon (1950),Sci-Fi
9789,On the Beach (1959),Drama
10798,Railroaded! (1947),Film-Noir
12060,Slaves to the Underground (1997),Comedy|Drama
12247,Song of Freedom (1936),Drama
1618,Big Fella (1937),Drama|Musical
14595,Volunteers (1985),Comedy
7049,JFK (1991),Drama|Mystery|Thriller
14981,Who's Harry Crumb? (1989),Comedy|Mystery
5942,Harry and the Hendersons (1987),Children|Comedy
7848,Let's Get Harry (1986),Action|Adventure
11776,Shanghai Surprise (1986),Adventure|Crime|Drama|Romance
11805,She-Devil (1989),Comedy
3475,Date with an Angel (1987),Comedy|Fantasy|Romance
1798,Blind Date (1987),Comedy|Romance
9330,Nadine (1987),Comedy
11672,Sesame Street Presents Follow That Bird (1985),Children|Comedy
14731,We're Back! A Dinosaur's Story (1993),Adventure|Animation|Children|Fantasy
14199,Turtle Diary (1985),Comedy|Drama|Romance
10810,Raise the Titanic (1980),Drama|Thriller
13872,Titanic (1953),Action|Drama
4428,Erin Brockovich (2000),Drama
4808,Final Destination (2000),Drama|Thriller
12165,Soft Fruit (1999),Comedy|Drama
6720,Impact (1949),Crime|Drama
8186,Love Is a Many-Splendored Thing (1955),Drama|Romance|War
13644,Thelma & Louise (1991),Adventure|Crime|Drama
12213,Something for Everyone (1970),Comedy|Crime
8,...And Justice for All (1979),Drama|Thriller
832,Animal House (1978),Comedy
11798,She's Gotta Have It (1986),Comedy|Romance
11539,School Daze (1988),Drama
3909,Do the Right Thing (1989),Drama
8886,Mo' Better Blues (1990),Drama|Musical
7294,Jungle Fever (1991),Drama|Romance
3132,Coogan's Bluff (1968),Crime
3617,Death Wish (1974),Action|Crime|Drama
3618,Death Wish 3 (1985),Action|Drama
3619,Death Wish 4: The Crackdown (1987),Action|Drama
4022,Double Indemnity (1944),Crime|Drama|Film-Noir
4210,Dying Young (1991),Drama|Romance
3141,Cool as Ice (1991),Drama
13069,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi
13070,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy
13071,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy
10910,Red Dawn (1984),Action|Drama|War
1252,Band of the Hand (1986),Action|Crime|Drama
1998,Born American (1986),Action|Drama|Thriller
1868,Bloodsport (1988),Action
4592,Eyes of Laura Mars (1978),Mystery|Thriller
5265,Funny Bones (1995),Comedy|Drama
5748,Grumpy Old Men (1993),Comedy
5757,Guess Who's Coming to Dinner (1967),Drama
11244,Romeo Must Die (2000),Action|Crime|Romance|Thriller
6137,Here on Earth (2000),Drama|Romance
14857,Whatever It Takes (2000),Comedy|Romance
2229,Buddy Boy (1999),Drama|Thriller
14642,Waking the Dead (2000),Drama|Thriller
1852,Blood and Sand (Sangre y Arena) (1989),Drama|Romance
5643,Gothic (1986),Drama|Horror
6209,Hillbillys in a Haunted House (1967),Comedy
8121,Lord of the Flies (1963),Adventure|Drama|Thriller
8896,Modern Times (1936),Comedy|Drama|Romance
7734,Last Resort (National Lampoon's Last Resort) (1994),Comedy
12169,Solar Crisis (1990),Sci-Fi|Thriller
13160,That's Life! (1986),Drama
5997,Heart and Souls (1993),Comedy|Fantasy
6463,Hud (1963),Drama|Western
6855,Inherit the Wind (1960),Drama
3717,Dersu Uzala (1975),Adventure|Drama
2914,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi
7225,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),Comedy
11034,Retroactive (1997),Sci-Fi|Thriller
7079,Jacob's Ladder (1990),Horror|Mystery
4360,Empire Records (1995),Comedy|Drama
7677,Ladyhawke (1985),Adventure|Fantasy|Romance
8255,Lucas (1986),Drama|Romance
6167,High Fidelity (2000),Comedy|Drama|Romance
1092,Autopsy (Macchie Solari) (1975),Horror
4303,El Dorado (1966),Western
6319,Hook (1991),Adventure|Comedy|Fantasy
6333,Horror Express (1972),Horror
9203,My Chauffeur (1986),Comedy
14001,Torso (1973),Horror|Mystery|Thriller
14158,True Grit (1969),Adventure|Drama|Western
11176,Roadside Prophets (1992),Comedy|Drama
8339,Madame Sousatzka (1988),Drama
8591,Max Dugan Returns (1983),Comedy
8758,Midnight Express (1978),Drama
8833,Misery (1990),Drama|Horror|Thriller
9089,Mr. Saturday Night (1992),Comedy|Drama
9159,Murphy's Romance (1985),Comedy|Romance
9253,My Life (1993),Drama
12171,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi
9402,Network (1976),Comedy|Drama
9574,No Way Out (1987),Drama|Mystery|Thriller
9614,North Dallas Forty (1979),Comedy|Drama
1750,Black and White (1999),Drama
5167,Frequency (2000),Drama|Thriller
10867,Ready to Rumble (2000),Comedy
11046,Return to Me (2000),Drama|Romance
11307,Rules of Engagement (2000),Drama|Thriller
7185,Joe Gould's Secret (2000),Drama
8614,Me Myself I (2000),Comedy|Romance
5027,Force 10 from Navarone (1978),Action|Drama|War
6449,How to Stuff a Wild Bikini (1965),Comedy
9322,Mystery Train (1989),Comedy|Drama
11364,Sacco and Vanzetti (Sacco e Vanzetti) (1971),Drama
12929,Taffin (1988),Action|Thriller
985,Arthur (1981),Comedy|Romance
1152,Bachelor Party (1984),Comedy
10126,Parenthood (1989),Comedy|Drama
10524,Predator (1987),Action|Sci-Fi|Thriller
12119,Smoking/No Smoking (1993),Comedy
606,All the Vermeers in New York (1990),Comedy|Drama|Romance
124,28 Days (2000),Drama
716,American Psycho (2000),Crime|Horror|Mystery|Thriller
7402,Keeping the Faith (2000),Comedy|Drama|Romance
14910,Where the Money Is (2000),Comedy|Drama
10167,Passion of Mind (2000),Drama|Mystery|Romance
13711,Third World Cop (1999),Action
3040,Coming Apart (1969),Drama
3834,Diner (1982),Comedy|Drama
11756,Shakes the Clown (1992),Comedy
2329,Cabaret (1972),Drama|Musical
14828,What Ever Happened to Baby Jane? (1962),Drama|Horror|Thriller
10551,Prick Up Your Ears (1987),Comedy|Drama
1080,Auntie Mame (1958),Comedy|Drama
5794,Guys and Dolls (1955),Comedy|Musical|Romance
8505,Marathon Man (1976),Crime|Drama|Thriller
2339,Caddyshack (1980),Comedy
5641,Gossip (2000),Drama|Thriller
14282,U-571 (2000),Action|Thriller|War
7129,Jennifer 8 (1992),Mystery|Thriller
7962,Limelight (1952),Comedy|Drama|Romance
4362,Empire of Passion (a.k.a. In the Realm of Passion) (a.k.a. Phantom Love) (Ai No Borei) (1978),Crime|Drama|Romance
12412,Stacy's Knights (1982),Drama
3050,Committed (2000),Comedy|Drama
14909,Where the Heart Is (2000),Comedy|Drama
2018,Bossa Nova (2000),Comedy|Drama|Romance
12111,Smiling Fish and Goat on Fire (1999),Comedy|Romance
2487,Carnosaur (1993),Horror|Sci-Fi
2488,Carnosaur 2 (1995),Horror|Sci-Fi
2489,Carnosaur 3: Primal Species (1996),Horror|Sci-Fi
3679,Defying Gravity (1997),Drama
14258,Two Moon Junction (1988),Drama|Romance
5497,Gladiator (2000),Action|Adventure|Drama
6572,I Dreamed of Africa (2000),Drama
14405,Up at the Villa (2000),Drama
6478,Human Traffic (1999),Comedy
1746,Black Tights (1-2-3-4 ou Les Collants noirs) (1960),Drama|Musical
2111,Breathless (1983),Action|Drama|Romance|Thriller
6846,Inferno (1980),Horror
9073,Mr. Mom (1983),Comedy|Drama
1346,Battlefield Earth (2000),Action|Sci-Fi
2586,Center Stage (2000),Drama|Musical
6054,Held Up (1999),Comedy
11571,Screwed (2000),Comedy
14924,Whipped (2000),Comedy
5837,Hamlet (2000),Crime|Drama|Romance|Thriller
778,Anchors Aweigh (1945),Comedy|Musical
1898,Blue Hawaii (1961),Comedy|Musical
5795,Gypsy (1962),Musical
7498,King Creole (1958),Crime|Drama|Musical
9804,On the Town (1949),Comedy|Musical|Romance
9853,One Little Indian (1973),Comedy|Western
10217,Pee-wee's Big Adventure (1985),Adventure|Comedy
10953,Regret to Inform (1998),Documentary
11280,Roustabout (1964),Drama|Musical|Romance
11405,Saludos Amigos (1943),Animation|Children|Comedy
13701,Things Change (1988),Comedy
6307,Honeymoon in Vegas (1992),Comedy|Romance
3840,Dinosaur (2000),Adventure|Animation|Children
8129,Loser (2000),Comedy|Romance
11161,Road Trip (2000),Comedy
12096,Small Time Crooks (2000),Comedy|Crime
10496,Possession (1981),Drama|Horror
8861,Mission: Impossible II (2000),Action|Adventure|Thriller
11775,Shanghai Noon (2000),Action|Adventure|Comedy|Western
1539,Better Living Through Circuitry (1999),Documentary
2486,Carnival of Souls (1962),Horror|Thriller
4964,Flying Tigers (1942),Action|Drama|Romance|War
7011,It's in the Water (1998),Comedy
8940,Monsieur Verdoux (1947),Comedy|Crime
9779,On Her Majesty's Secret Service (1969),Action|Adventure|Romance|Thriller
11683,Seven Days in May (1964),Thriller
13756,Those Who Love Me Can Take the Train (Ceux qui m'aiment prendront le train) (1998),Drama
14448,Vagabond (Sans toit ni loi) (1985),Drama
8980,Moonraker (1979),Action|Adventure|Sci-Fi|Thriller
6753,In Old California (1942),Western
3437,Dark Command (1940),Western
1628,Big Momma's House (2000),Comedy
11324,Running Free (1999),Adventure|Children|Drama
685,American Gigolo (1980),Drama
825,Anguish (Angustia) (1987),Horror
8280,Lured (1947),Crime|Film-Noir|Mystery|Thriller
10075,Pandora and the Flying Dutchman (1951),Drama
10721,Quatermass and the Pit (1967),Horror|Sci-Fi
10720,Quatermass 2 (Enemy from Space) (1957),Sci-Fi|Thriller
10678,Puppet Master (1989),Horror|Sci-Fi|Thriller
10681,Puppet Master II (1991),Horror|Sci-Fi|Thriller
10682,Puppet Master III: Toulon's Revenge (1991),Horror|Sci-Fi|Thriller
10679,Puppet Master 4 (1993),Horror|Sci-Fi|Thriller
10680,Puppet Master 5: The Final Chapter (1994),Horror|Sci-Fi|Thriller
3334,Curse of the Puppet Master (Puppet Master 6: The Curse) (1998),Horror|Sci-Fi|Thriller
11033,Retro Puppet Master (Puppet Master 7) (1999),Horror|Sci-Fi|Thriller
11245,Romeo and Juliet (1968),Drama|Romance
12517,Stay Tuned (1992),Comedy
1785,Blazing Saddles (1974),Comedy|Western
1499,Benji (1974),Adventure|Children
1500,Benji the Hunted (1987),Adventure|Children
5019,For the Love of Benji (1977),Adventure|Children|Comedy|Drama
14940,White Christmas (1954),Comedy|Musical|Romance
4425,Eraserhead (1977),Drama|Horror
1264,Baraka (1992),Documentary
5014,For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller|Western
8378,Magnum Force (1973),Action|Crime|Drama|Thriller
1843,Blood Simple (1984),Crime|Drama|Film-Noir
10608,Prizzi's Honor (1985),Comedy|Drama|Romance
4916,Flatliners (1990),Horror|Sci-Fi|Thriller
7932,Light Years (Gandahar) (1988),Adventure|Animation|Fantasy|Sci-Fi
10484,Porky's (1982),Comedy
10485,Porky's II: The Next Day (1983),Comedy
10605,Private School (1983),Comedy
2887,Class of Nuke 'Em High (1986),Comedy|Horror
9496,Night of the Creeps (1986),Comedy|Horror|Sci-Fi|Thriller
10525,Predator 2 (1990),Action|Sci-Fi|Thriller
12479,Starman (1984),Adventure|Drama|Romance|Sci-Fi
542,Alien Nation (1988),Crime|Drama|Sci-Fi|Thriller
8324,Mad Max (1979),Action|Adventure|Sci-Fi
8325,Mad Max Beyond Thunderdome (1985),Action|Adventure|Sci-Fi
1676,Bird on a Wire (1990),Action|Comedy|Romance
808,Angel Heart (1987),Film-Noir|Horror|Mystery|Thriller
4850,Firestarter (1984),Horror|Thriller
12075,Sleepwalkers (1992),Horror
359,Action Jackson (1988),Action|Comedy|Crime|Thriller
11454,Sarafina! (1992),Drama
12160,Soapdish (1991),Comedy
2878,Clara's Heart (1988),Drama
2267,Burglar (1987),Comedy|Crime
4701,Fatal Beauty (1987),Action|Comedy|Crime|Drama
5599,Gone in 60 Seconds (2000),Action|Crime
713,American Pimp (1999),Documentary
8162,Love's Labour's Lost (2000),Comedy|Romance
12772,Sunshine (1999),Drama
14126,Trixie (2000),Comedy|Crime|Mystery
732,American Virgin (2000),Comedy
5837,Hamlet (1990),Drama
3042,Coming Home (1978),Drama|War
714,American Pop (1981),Animation|Musical
1019,Assault on Precinct 13 (1976),Action|Thriller
9382,Near Dark (1987),Horror|Western
9843,One False Move (1992),Crime|Drama|Film-Noir|Thriller
11751,Shaft (1971),Action|Crime|Drama|Thriller
3341,Cutter's Way (1981),Drama|Thriller
10574,Prince of the City (1981),Drama
11669,Serpico (1973),Crime|Drama
8083,Lonely Are the Brave (1962),Drama|Western
14145,Trouble in Paradise (1932),Comedy|Romance
1640,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy
1219,Badlands (1973),Crime|Drama|Thriller
1349,Battleship Potemkin (1925),Drama|War
2056,Boys and Girls (2000),Comedy|Romance
11751,Shaft (2000),Action|Crime|Thriller
13871,Titan A.E. (2000),Action|Adventure|Animation|Children|Sci-Fi
2303,Butterfly (La lengua de las mariposas) (1999),Drama
7150,Jesus' Son (1999),Drama
1996,Boricua's Bond (2000),Drama
2725,Chicken Run (2000),Animation|Children|Comedy
1031,Asylum (1972),Horror
3055,Communion (1989),Drama|Sci-Fi|Thriller
5258,Fun and Fancy Free (1947),Animation|Children|Musical
4596,F/X (1986),Action|Crime|Thriller
4597,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),Action|Crime|Thriller
8857,Missing in Action (1984),Action|War
8858,Missing in Action 2: The Beginning (1985),Action|War
2058,Braddock: Missing in Action III (1988),Action|War
13811,Thunderbolt and Lightfoot (1974),Action
4144,Dreamscape (1984),Horror|Sci-Fi|Thriller
13346,The Golden Voyage of Sinbad (1973),Action|Adventure|Fantasy
6378,House Party (1990),Comedy
6379,House Party 2 (1991),Comedy|Drama|Romance
8399,Make Mine Music (1946),Animation|Children|Musical
8667,Melody Time (1948),Animation|Children|Musical
9394,Nekromantik (1987),Comedy|Horror
9783,On Our Merry Way (1948),Comedy|Drama
11209,Rocketship X-M (1950),Sci-Fi
11752,Shaft in Africa (1973),Action|Crime
3297,Croupier (1998),Crime|Drama
11523,Scary Movie (2000),Comedy|Horror
2296,But I'm a Cheerleader (1999),Comedy
11889,Shower (Xizao) (1999),Comedy
5734,Groove (2000),Drama
4991,Footloose (1984),Drama
4185,Duel in the Sun (1946),Western
15237,X-Men (2000),Action|Adventure|Sci-Fi
2811,Chuck & Buck (2000),Comedy|Drama
14836,What Lies Beneath (2000),Drama|Horror|Mystery
3261,Criminal Lovers (1999),Crime|Drama|Romance|Thriller
774,Anatomy of a Murder (1959),Drama|Mystery
5148,Freejack (1992),Action|Sci-Fi
5688,Greaser's Palace (1972),Comedy|Drama|Western
5797,H.O.T.S. (1979),Comedy
7577,Knightriders (1981),Action|Adventure|Drama
8312,Mackenna's Gold (1969),Western
11970,Sinbad and the Eye of the Tiger (1977),Adventure|Fantasy
14823,What About Bob? (1991),Comedy
14966,White Sands (1992),Drama|Thriller
2084,Breaker Morant (1980),Drama|War
6885,Interiors (1978),Drama
8215,Love and Death (1975),Comedy
12994,Tampopo (1985),Comedy
13749,Thomas and the Magic Railroad (2000),Children
9688,Nutty Professor II: The Klumps (2000),Comedy
15187,Wonderland (1999),Drama
1097,Autumn in New York (2000),Drama|Romance
3200,Coyote Ugly (2000),Comedy|Drama|Romance
6254,Hollow Man (2000),Horror|Sci-Fi|Thriller
12305,Space Cowboys (2000),Action|Adventure|Comedy|Sci-Fi
1537,Better Living (1998),Comedy
8314,Mad About Mambo (2000),Comedy|Romance
10645,Psycho Beach Party (2000),Comedy|Horror|Thriller
11491,Saving Grace (2000),Comedy
2190,Bronco Billy (1980),Adventure|Drama|Romance
7405,Kelly's Heroes (1970),Action|Comedy|War
10288,Phantasm II (1988),Action|Fantasy|Horror|Sci-Fi|Thriller
10289,Phantasm III: Lord of the Dead (1994),Horror
10290,Phantasm IV: Oblivion (1998),Horror
10665,Pumpkinhead (1988),Horror
464,Air America (1990),Action|Comedy
12064,Sleepaway Camp (1983),Horror
12536,Steel Magnolias (1989),Drama
781,And God Created Woman (Et Dieu... créa la femme) (1956),Drama
4241,Easy Money (1983),Comedy
11928,Silent Fall (1994),Drama|Thriller
6529,I'm the One That I Want (2000),Comedy
1792,Bless the Child (2000),Thriller
305,About Adam (2000),Comedy
5549,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),Action|Adventure|Sci-Fi
12771,Sunset Strip (2000),Comedy
603,All the Rage (It's the Rage) (1999),Drama
9981,Our Town (1940),Drama
11767,Shane (1953),Drama|Western
2540,Cat Ballou (1965),Comedy|Western
7136,Jerry and Tom (1998),Comedy|Crime|Drama
12794,Supergirl (1984),Action|Adventure|Fantasy
2154,Bring It On (2000),Comedy
2557,Catfish in Black Bean Sauce (2000),Comedy|Drama
8164,Love & Sex (2000),Comedy|Drama|Romance
12522,Steal This Movie! (2000),Drama
12031,Skipped Parts (2000),Drama|Romance
6196,Highlander: Endgame (Highlander IV) (2000),Action|Adventure|Fantasy
1157,Back Stage (2000),Documentary
14193,Turn It Up (2000),Crime|Drama
771,Anatomy (Anatomie) (2000),Horror
9686,Nurse Betty (2000),Comedy|Crime|Drama|Romance|Thriller
12172,Solas (1999),Drama
616,Almost Famous (2000),Drama
1228,Bait (2000),Action|Comedy
2833,Circus (2000),Crime|Drama|Thriller
3249,Crime and Punishment in Suburbia (2000),Comedy|Drama
4187,Duets (2000),Comedy|Drama
5647,Goya in Bordeaux (Goya en Burdeos) (1999),Drama
14431,Urbania (2000),Drama
14368,Uninvited Guest (1999),Drama
14321,Under Suspicion (2000),Crime|Thriller
14429,Urban Legends: Final Cut (2000),Horror
15174,Woman on Top (2000),Comedy|Romance
3399,Dancer in the Dark (2000),Drama|Musical
1526,Best in Show (2000),Comedy
1375,Beautiful (2000),Comedy|Drama
1284,Barenaked in America (1999),Documentary
5485,Girlfight (2000),Drama
10972,Remember the Titans (2000),Drama
6092,Hellraiser (1987),Horror
6080,Hellbound: Hellraiser II (1988),Horror
6099,Hellraiser III: Hell on Earth (1992),Horror
1359,Beach Party (1963),Comedy
1647,Bikini Beach (1964),Comedy
11037,Return of the Fly (1959),Horror|Sci-Fi
10058,Pajama Party (1964),Comedy
12632,Stranger Than Paradise (1984),Comedy|Drama
14604,Voyage to the Bottom of the Sea (1961),Adventure|Sci-Fi
4671,Fantastic Voyage (1966),Adventure|Sci-Fi
293,Abbott and Costello Meet Frankenstein (1948),Comedy|Horror
7614,Kronos (1957),Sci-Fi
10294,Phantom of the Opera (1943),Horror|Musical|Thriller
11317,Runaway (1984),Sci-Fi|Thriller
12088,Slumber Party Massacre II (1987),Horror
12089,Slumber Party Massacre III (1990),Horror
12270,Sorority House Massacre (1986),Horror
12271,Sorority House Massacre II (1990),Horror
1246,Bamboozled (2000),Comedy
1986,Bootmen (2000),Comedy|Drama
3825,Digimon: The Movie (2000),Adventure|Animation|Children
5400,Get Carter (2000),Action|Drama|Thriller
5400,Get Carter (1971),Action|Crime|Drama|Thriller
8652,Meet the Parents (2000),Comedy
11002,Requiem for a Dream (2000),Drama
13826,Tigerland (2000),Drama
